col1,col2,cross_type,agg_type,benchmark,challenge,improvement
S_3,D_78,sigmoid_add,max,0.761403313352604,0.834340370785068,9.57929341170163
R_3,R_10,sigmoid_subtract,std,0.7339741826025613,0.8041060688701183,9.555088984040271
B_42,D_61,sigmoid_subtract,max,0.8324365468710383,0.9119435194097918,9.551115077492
R_3,R_10,sigmoid_add,std,0.7339741826025613,0.8039819988093454,9.538185111436341
R_3,R_10,sigmoid_ratio,std,0.7339741826025613,0.803618772343493,9.488697476249438
R_5,B_1,sigmoid_subtract,std,0.725,0.7931842892790788,9.40472955573501
R_10,B_11,sigmoid_product,max,0.7746654056216293,0.847266049840093,9.371871222286657
R_10,B_11,sigmoid_add,max,0.7746654056216293,0.8469830979467396,9.335345531156007
B_30,D_52,sigmoid_ratio,last,0.7437387707622168,0.8125147581211201,9.247331195120903
B_30,D_52,sigmoid_subtract,last,0.7437387707622168,0.8125043023606566,9.245925357362477
S_3,D_78,sigmoid_product,mean,0.7626243156211581,0.8329297835571795,9.218886219062867
R_3,B_30,sigmoid_subtract,std,0.725,0.7916968573569318,9.199566531990603
R_8,B_9,sigmoid_product,std,0.725,0.7913668060946241,9.154042219948149
R_3,B_30,sigmoid_add,std,0.725,0.7912785463711711,9.141868464989123
S_3,D_78,sigmoid_add,mean,0.7626243156211581,0.832034879263752,9.101540853186533
S_37m,R_6,sigmoid_product,std,0.725,0.7909448979435044,9.09584799220751
B_28,D_78,sigmoid_product,mean,0.725,0.7909176244474975,9.09208613068931
B_22,D_58,sigmoid_add,std,0.725,0.790449821771815,9.027561623698624
R_5,B_18,sigmoid_ratio,std,0.725,0.7903366044232027,9.011945437683142
S_37m,R_6,sigmoid_add,std,0.725,0.7901173535693508,8.981703940600108
S_37m,R_6,sigmoid_subtract,std,0.725,0.7901112139656963,8.980857098716731
B_28,D_78,sigmoid_add,mean,0.725,0.7900451122597998,8.971739622041353
B_28,D_78,sigmoid_add,max,0.725,0.7899553402829945,8.959357280413041
R_27,B_11,sigmoid_subtract,min,0.7298719216935295,0.7951981854680582,8.950373597459597
S_3,R_2,sigmoid_product,std,0.725,0.7898712774117271,8.947762401617538
R_8,B_9,sigmoid_add,std,0.725,0.7898677647315697,8.94727789400962
B_18,D_84,sigmoid_product,std,0.725,0.7898222254551304,8.940996614500744
S_37m,R_6,sigmoid_ratio,std,0.725,0.7897767519000238,8.93472440000329
R_27,B_11,sigmoid_ratio,min,0.7298719216935295,0.7950692058836963,8.932702060779219
B_28,D_78,sigmoid_product,max,0.725,0.7896238222809123,8.913630659436187
B_22,D_52,sigmoid_ratio,mean,0.7670383518410478,0.8353400693886475,8.904602668649048
B_42,D_61,sigmoid_ratio,last,0.85340627342961,0.9292729643866218,8.889867970166662
B_3,B_8,sigmoid_add,min,0.725,0.7893481592117728,8.875608167141081
B_3,B_8,sigmoid_product,min,0.725,0.789340013427126,8.874484610638074
S_24,B_12,sigmoid_subtract,max,0.725,0.789322102799987,8.872014179308561
B_18,D_84,sigmoid_subtract,std,0.725,0.7892703678991203,8.864878330913148
R_5,B_18,sigmoid_product,std,0.725,0.78900329307658,8.828040424355867
B_42,D_61,sigmoid_subtract,last,0.85340627342961,0.928707597160748,8.82361966106979
D_51,D_75,sigmoid_subtract,min,0.7713824722165223,0.8394229651402065,8.820591000489527
R_3,B_30,sigmoid_ratio,std,0.725,0.7889362481602443,8.818792849688876
R_2,D_76,sigmoid_ratio,mean,0.7743856650372555,0.8426274746197302,8.81238027297311
R_4,B_33,sigmoid_ratio,max,0.725,0.788811187765813,8.801543140112148
R_4,B_33,sigmoid_subtract,max,0.725,0.788811187765813,8.801543140112148
S_3,R_2,sigmoid_add,std,0.725,0.7886055581062279,8.773180428445231
R_2,D_76,sigmoid_subtract,mean,0.7743856650372555,0.8423236937971331,8.773151651329854
P_3,R_3,sigmoid_subtract,mean,0.725,0.7884867169532905,8.756788545281456
S_3,R_2,sigmoid_subtract,std,0.725,0.7883712499039708,8.740862055720111
B_18,D_84,sigmoid_ratio,std,0.725,0.7882898398906757,8.729633088369065
S_7,R_2,sigmoid_product,max,0.7549897721745197,0.8208579714453892,8.724382991461736
S_7,R_2,sigmoid_add,max,0.7549897721745197,0.8207925632835485,8.715719541405685
R_5,B_18,sigmoid_subtract,std,0.725,0.7881783487950598,8.714255006215144
R_8,B_9,sigmoid_subtract,std,0.725,0.7881176079416466,8.705876957468506
B_22,D_52,sigmoid_subtract,mean,0.7670383518410478,0.8336549928985693,8.684916588281139
P_3,R_3,sigmoid_ratio,mean,0.725,0.787896329237652,8.675355756917515
S_3,R_2,sigmoid_ratio,std,0.725,0.7878205328775083,8.664901086552874
R_1,D_51,sigmoid_subtract,last,0.725,0.787653571131067,8.641871880147182
D_71,D_74,sigmoid_ratio,min,0.7434442917674492,0.8076860794874281,8.641103096945137
R_1,D_51,sigmoid_ratio,last,0.725,0.7876277611786278,8.638311886707282
B_18,D_84,sigmoid_add,std,0.725,0.7876062441101792,8.635344015197136
S_24,B_12,sigmoid_ratio,max,0.725,0.787605849550602,8.635289593186483
D_71,D_74,sigmoid_subtract,min,0.7434442917674492,0.8074692990820946,8.61194416631187
R_4,B_11,sigmoid_ratio,std,0.725,0.7872295014122546,8.583379505138563
R_17,B_6,sigmoid_subtract,max,0.7487307157780159,0.8127228372165218,8.546747193616989
R_17,B_6,sigmoid_ratio,max,0.7487307157780159,0.8127228368700328,8.54674714734013
D_41,D_76,sigmoid_ratio,last,0.7696294029629697,0.83538475270868,8.543767882640793
D_41,D_76,sigmoid_subtract,last,0.7696294029629697,0.8352849718800878,8.53080309358673
P_2,B_30,sigmoid_ratio,std,0.725,0.7867762557792066,8.520862866097469
R_21,B_18,sigmoid_ratio,max,0.7616563009493459,0.8263062198818963,8.488069861953392
D_51,D_75,sigmoid_ratio,min,0.7713824722165223,0.8366649576178168,8.463050140834682
S_22,D_41,sigmoid_product,last,0.7270437554592856,0.7885306924159569,8.457116438312433
R_27,B_16,sigmoid_subtract,min,0.725,0.7859035389983835,8.400488137708072
S_7,R_7,sigmoid_product,std,0.725,0.7858353350427798,8.39108069555584
B_30,D_41,sigmoid_product,last,0.725,0.7856517532168974,8.365759064399644
R_5,B_18,sigmoid_add,std,0.725,0.7856098115293135,8.359974004043249
B_30,D_41,sigmoid_add,last,0.725,0.7856015210606371,8.358830491122358
S_7,R_7,sigmoid_subtract,std,0.725,0.785435159301942,8.335884041647171
S_22,D_41,sigmoid_add,last,0.7270437554592856,0.7876019764342646,8.329377774068544
R_21,B_18,sigmoid_subtract,max,0.7616563009493459,0.8250788751717953,8.326928319689355
S_7,R_7,sigmoid_add,std,0.725,0.7853628809091814,8.325914608162952
D_44,D_122,sigmoid_ratio,min,0.725,0.7853120609991343,8.318904965397838
S_7,R_7,sigmoid_ratio,std,0.725,0.7852158292772933,8.305631624454248
B_42,D_58,sigmoid_ratio,max,0.8280115249100074,0.896631055590899,8.287267582217467
B_28,D_41,sigmoid_product,last,0.7450264030219518,0.8067089749436791,8.279246436305142
B_42,D_58,sigmoid_subtract,max,0.8280115249100074,0.8965549711322698,8.278078765837474
S_22,B_22,sigmoid_add,max,0.7563817341513692,0.8189475093510594,8.271719473750453
S_22,B_22,sigmoid_product,max,0.7563817341513692,0.818930910779838,8.269525003620897
B_22,D_58,sigmoid_subtract,std,0.725,0.7846816482504075,8.231951482814836
B_28,D_41,sigmoid_add,last,0.7450264030219518,0.8063458832966209,8.230511029669161
S_3,R_2,sigmoid_product,max,0.761403313352604,0.8238749458884258,8.204801770660449
S_20,B_18,sigmoid_ratio,max,0.7616563009493459,0.8240395454665013,8.190471796714538
S_3,R_2,sigmoid_add,max,0.761403313352604,0.8237279505165669,8.185495921935983
S_37m,B_6,sigmoid_ratio,max,0.7624726902087678,0.8248311482383097,8.178451350495964
R_2,D_76,sigmoid_subtract,max,0.7679128940803691,0.8303977073384545,8.136966280910736
R_2,D_76,sigmoid_ratio,max,0.7679128940803691,0.8303955188262462,8.13668128605973
S_8,R_8,sigmoid_ratio,min,0.7255811934576102,0.7844347442787568,8.11122881240788
S_8,R_8,sigmoid_subtract,min,0.7255811934576102,0.7844277232370942,8.110261168576159
S_20,B_18,sigmoid_subtract,max,0.7616563009493459,0.8230163275873077,8.05613064074718
D_59,D_78,sigmoid_add,max,0.725,0.7832821525829556,8.038917597649057
D_59,D_78,sigmoid_product,max,0.725,0.783268192745596,8.03699210284083
B_30,D_41,sigmoid_product,max,0.7475028134895966,0.8072969032547266,7.9991792252915985
B_2,D_61,sigmoid_ratio,min,0.8120137879492442,0.8769652959338882,7.998818363500973
S_7,R_2,sigmoid_product,last,0.7402749187443585,0.7993538876439082,7.980679529134731
S_7,R_2,sigmoid_add,last,0.7402749187443585,0.7993012952440355,7.973575087454879
B_2,D_61,sigmoid_subtract,min,0.8120137879492442,0.8766422069381387,7.959029753930011
B_28,B_42,sigmoid_ratio,last,0.8176998625599692,0.8826570245697346,7.943888091946638
B_42,D_58,sigmoid_ratio,mean,0.8395088182553013,0.9060717394371258,7.9287935676671095
B_28,B_42,sigmoid_subtract,last,0.8176998625599692,0.8823174172631421,7.902356067527637
B_42,D_58,sigmoid_subtract,mean,0.8395088182553013,0.905832838673442,7.900336360489665
R_5,B_1,sigmoid_ratio,std,0.725,0.7821879161807948,7.887988438730313
R_8,B_9,sigmoid_subtract,min,0.740912946361791,0.7993261499231177,7.883949639179785
R_8,B_9,sigmoid_ratio,min,0.740912946361791,0.7993219726964089,7.883385844643696
S_37m,B_6,sigmoid_subtract,max,0.7624726902087678,0.8219705078653792,7.803271962477844
B_30,D_41,sigmoid_add,max,0.7475028134895966,0.8058110015977996,7.800397143122533
R_7,D_58,sigmoid_product,std,0.725,0.7813108585119174,7.767014967161023
R_18,D_58,sigmoid_subtract,min,0.7368005456973958,0.7938137177834195,7.737938363232287
R_18,D_58,sigmoid_ratio,min,0.7368005456973958,0.7938137177834195,7.737938363232287
S_3,D_78,sigmoid_product,last,0.7468733990377818,0.8043739082702879,7.698829454441085
S_3,D_78,sigmoid_add,last,0.7468733990377818,0.804351658163627,7.695850354276376
B_30,D_41,sigmoid_product,std,0.725,0.7807774633333605,7.693443218394556
R_7,D_58,sigmoid_add,std,0.725,0.7807481140502497,7.6893950414137535
R_27,B_16,sigmoid_ratio,min,0.725,0.7807115524347874,7.68435205997068
B_18,D_65,sigmoid_ratio,std,0.725,0.7806797965255594,7.679971934559922
B_18,D_65,sigmoid_subtract,std,0.725,0.78054341693713,7.661160956845525
S_24,B_12,sigmoid_subtract,last,0.725,0.7802752530496044,7.624172834428202
D_44,D_122,sigmoid_subtract,min,0.725,0.7800769278294014,7.596817631641577
B_18,D_65,sigmoid_product,std,0.725,0.7800326083019236,7.590704593368771
S_7,R_2,sigmoid_product,mean,0.7580555935972113,0.8155072940379509,7.5788241556418345
B_28,D_78,sigmoid_add,last,0.7450264030219518,0.8014394510150858,7.571952854867063
B_28,D_78,sigmoid_product,last,0.7450264030219518,0.8014389943046423,7.571891553624352
D_59,D_78,sigmoid_product,mean,0.725,0.7796584401276048,7.539095190014454
S_24,B_12,sigmoid_ratio,last,0.725,0.7796035793837414,7.531528190860881
R_7,D_58,sigmoid_subtract,std,0.725,0.7796030787563537,7.531459138807412
B_30,D_41,sigmoid_subtract,std,0.725,0.7794904498080877,7.515924111460373
S_3,R_2,sigmoid_product,mean,0.7626243156211581,0.8199154368731131,7.512364879854553
R_1,D_59,sigmoid_add,last,0.725,0.7791030662596321,7.462491897880294
D_41,D_76,sigmoid_ratio,mean,0.7743856650372555,0.8321628318482788,7.461032586165403
B_37,D_58,sigmoid_product,min,0.7432104153973548,0.7986599595489916,7.460813654231544
B_37,D_58,sigmoid_add,min,0.7432104153973548,0.7986152253491993,7.454794605135143
R_1,D_59,sigmoid_product,last,0.725,0.7789466225170768,7.440913450631287
S_7,R_7,sigmoid_product,max,0.7549897721745197,0.8111620830825447,7.4401419699021405
S_22a,B_3,sigmoid_ratio,min,0.725,0.7789269606215867,7.438201465046449
B_18,D_65,sigmoid_add,std,0.725,0.7789011131612769,7.434636298107156
D_41,D_76,sigmoid_subtract,mean,0.7743856650372555,0.8319569056229063,7.4344403809284145
S_37m,R_6,sigmoid_product,max,0.7624726902087678,0.8191560987746586,7.434155910603249
R_13,D_58,sigmoid_subtract,min,0.7368005456973958,0.7915659293466817,7.432864154226347
R_13,D_58,sigmoid_ratio,min,0.7368005456973958,0.7915606496029348,7.432147577158414
S_3,R_2,sigmoid_product,last,0.7468733990377818,0.8023808362401988,7.431974049943246
S_7,R_7,sigmoid_add,max,0.7549897721745197,0.8110847787064115,7.42990284097851
S_37m,R_6,sigmoid_add,max,0.7624726902087678,0.8190840743143042,7.424709741411976
S_3,R_2,sigmoid_add,last,0.7468733990377818,0.8023017703180194,7.4213877949927705
S_7,R_2,sigmoid_add,mean,0.7580555935972113,0.814173821348214,7.402917177182765
D_75,D_118,sigmoid_subtract,min,0.7713824722165223,0.8284562728627124,7.3988977844144985
D_75,D_118,sigmoid_ratio,min,0.7713824722165223,0.8284234955146114,7.394648614997043
S_3,R_2,sigmoid_add,mean,0.7626243156211581,0.8187642358289278,7.361412304568822
B_33,D_59,sigmoid_ratio,max,0.725,0.7782781133127702,7.34870528452003
B_33,D_59,sigmoid_subtract,max,0.725,0.7782677358569915,7.347273911309175
R_3,B_20,sigmoid_product,min,0.725,0.7781931176567023,7.336981745752044
S_22a,R_7,sigmoid_product,mean,0.725,0.7781603584032154,7.332463228029713
R_3,B_20,sigmoid_product,max,0.779085430981707,0.8360369090100559,7.310042745451635
R_2,D_76,sigmoid_ratio,last,0.7696294029629697,0.8258594108613697,7.306114823825867
R_2,D_76,sigmoid_subtract,last,0.7696294029629697,0.8258527312155484,7.305246919637744
S_22a,R_7,sigmoid_add,mean,0.725,0.7779334765290382,7.301169176419068
R_3,B_20,sigmoid_add,min,0.725,0.7778461240087697,7.289120552933761
B_30,D_41,sigmoid_add,std,0.725,0.7776252184842684,7.2586508254163284
B_3,D_53,sigmoid_product,min,0.725,0.7775586021876182,7.24946237070596
B_2,D_59,sigmoid_ratio,max,0.725,0.777512257733451,7.2430700322001424
B_3,D_53,sigmoid_add,min,0.725,0.7773685216078396,7.223244359702023
R_3,B_20,sigmoid_add,max,0.779085430981707,0.8353517939375453,7.222104369855614
R_3,B_20,sigmoid_product,mean,0.7868577085574817,0.8436434466046527,7.216773430519514
D_43,D_75,sigmoid_product,min,0.7713824722165223,0.8266680532926338,7.16707769068846
P_3a,D_45,sigmoid_ratio,last,0.725,0.776898068755403,7.158354311090075
D_59,D_78,sigmoid_add,mean,0.725,0.7767333770190689,7.135638209526743
R_27,B_1,sigmoid_subtract,min,0.7470686770442241,0.8003688574068506,7.1345757090912425
P_3a,D_45,sigmoid_ratio,max,0.7425191730200048,0.7954621712971911,7.130186020901566
D_47,D_53,sigmoid_ratio,min,0.725,0.7766469108074197,7.123711835506162
R_27,B_1,sigmoid_ratio,min,0.7470686770442241,0.8001898513701716,7.1106145871516615
B_42,D_78,sigmoid_subtract,mean,0.8395088182553013,0.8988904119901735,7.073373434990382
P_3a,D_45,sigmoid_subtract,last,0.725,0.7762144153980867,7.064057296287819
B_42,D_78,sigmoid_ratio,mean,0.8395088182553013,0.8987186012387924,7.05290780703687
P_3a,D_45,sigmoid_subtract,max,0.7425191730200048,0.7945048289963653,7.001254360196827
B_22,D_58,sigmoid_ratio,std,0.725,0.7756069644024686,6.980270952064633
B_6,D_120,sigmoid_ratio,max,0.7487307157780159,0.8008928038063112,6.966735426914209
B_2,D_59,sigmoid_subtract,max,0.725,0.775464454090086,6.960614357253247
B_30,D_41,sigmoid_ratio,std,0.725,0.7754605553570018,6.960076600965763
B_6,D_120,sigmoid_subtract,max,0.7487307157780159,0.8006885961920793,6.9394615873443035
D_43,D_75,sigmoid_add,min,0.7713824722165223,0.8248231905500957,6.927914524686381
S_8,B_42,sigmoid_product,min,0.7573565685953523,0.8097512200783976,6.918095604586914
B_30,D_41,sigmoid_product,mean,0.754753479149509,0.8068618243269899,6.904021858395282
R_12,B_40,sigmoid_ratio,min,0.7300248060233808,0.7802504629239022,6.879993184630603
D_41,D_76,sigmoid_ratio,max,0.7679128940803691,0.8207178974041827,6.8764313935698835
S_3a,B_6,sigmoid_subtract,max,0.7615983472148928,0.8139295925813057,6.871239355729204
S_3a,B_6,sigmoid_ratio,max,0.7615983472148928,0.813873503447312,6.863874695052248
R_12,B_40,sigmoid_subtract,min,0.7300248060233808,0.7800569467786335,6.853485024404807
D_41,D_76,sigmoid_subtract,max,0.7679128940803691,0.820513793519715,6.849852352373798
R_8,B_9,sigmoid_ratio,std,0.725,0.7745267006690288,6.831269057797085
B_30,D_41,sigmoid_add,mean,0.754753479149509,0.8063026787915188,6.82993865759955
B_11,D_53,sigmoid_product,min,0.7298719216935295,0.7796923389448112,6.8259122964591885
B_11,D_53,sigmoid_add,min,0.7298719216935295,0.7795932164550927,6.812331490461275
R_7,B_20,sigmoid_subtract,min,0.725,0.7743414180272274,6.805712831341721
R_7,D_58,sigmoid_subtract,min,0.7368005456973958,0.7868081109718669,6.787123810710254
R_7,D_58,sigmoid_ratio,min,0.7368005456973958,0.7867940590978104,6.785216663092283
R_28,D_75,sigmoid_subtract,min,0.7713824722165223,0.8234699457255468,6.752483415827965
R_1,B_20,sigmoid_product,last,0.7981841576101056,0.852049677082841,6.748507717068393
R_1,B_20,sigmoid_add,last,0.7981841576101056,0.8519939178302326,6.741521954186889
R_28,D_75,sigmoid_ratio,min,0.7713824722165223,0.8233641191598267,6.738764337480744
R_7,B_20,sigmoid_ratio,min,0.725,0.7738312999127679,6.735351712105919
D_47,D_53,sigmoid_subtract,min,0.725,0.7738171532097651,6.73340044272622
S_8,B_42,sigmoid_add,min,0.7573565685953523,0.8082350834842389,6.717907653887462
B_17,D_84,sigmoid_product,mean,0.743121073640006,0.7929322616881607,6.702970729139213
R_4,B_11,sigmoid_product,max,0.7746654056216293,0.8265607901120248,6.699070865150103
R_4,B_11,sigmoid_add,max,0.7746654056216293,0.8263031532144666,6.665813035939121
P_3,R_3,sigmoid_subtract,min,0.741403147841732,0.7908199020274186,6.665301372072893
S_37m,R_6,sigmoid_product,mean,0.7643658091975113,0.8152885253960841,6.662087129725923
P_2,B_11,sigmoid_subtract,std,0.725,0.7731263258489905,6.638113910205597
R_3,B_20,sigmoid_add,mean,0.7868577085574817,0.8389020320635672,6.614197578555399
R_12,B_19,sigmoid_ratio,min,0.725,0.77281870534683,6.5956834961144795
R_12,B_37,sigmoid_subtract,min,0.7432104153973548,0.7922283564096966,6.595432463918652
R_12,B_37,sigmoid_ratio,min,0.7432104153973548,0.7922163582394812,6.5938180933491894
R_12,B_19,sigmoid_subtract,min,0.725,0.7727259627712628,6.58289141672591
P_3,R_3,sigmoid_ratio,min,0.741403147841732,0.7901712043496877,6.577805428790308
S_22,D_41,sigmoid_product,max,0.725,0.7725166957665988,6.554027002289488
B_22,B_28,sigmoid_product,last,0.7450264030219518,0.7937356590425111,6.537923464589499
S_22,D_41,sigmoid_add,max,0.725,0.7723707831344155,6.533901121988353
