col1,col2,cross_type,agg_type,benchmark,challenge,improvement
R_1,B_14,sigmoid_add,last,0.725,0.8119199890395487,11.98896400545499
S_8,P_3a,sigmoid_subtract,min,0.7255811934576102,0.8112861129650824,11.81189924439231
D_50,D_78,sigmoid_subtract,mean,0.725,0.8104343962112909,11.784054649833228
B_5,B_33,sigmoid_add,min,0.725,0.8099706630395267,11.720091453727823
B_22,D_78,sigmoid_add,std,0.725,0.8090231323783211,11.589397569423609
R_2,B_11,sigmoid_add,std,0.725,0.808599608402732,11.530980469342355
R_23,B_38,sigmoid_subtract,min,0.7283199912856353,0.8122639424462494,11.525696419843664
R_22,B_38,sigmoid_subtract,min,0.7283199912856353,0.8120209516948848,11.492333234118696
B_33,B_42,sigmoid_add,last,0.8176998625599692,0.9112868521619076,11.445151685478592
B_12,B_33,sigmoid_add,min,0.725,0.8074432582936415,11.371483902571244
D_50,D_78,sigmoid_subtract,min,0.725,0.8073022429631226,11.352033512154842
P_3,B_4,sigmoid_subtract,min,0.750437560071428,0.8347014229353757,11.228630781210807
R_2,B_11,sigmoid_subtract,std,0.725,0.8063739392101101,11.223991615187607
S_15,B_33,sigmoid_subtract,max,0.7281154878393502,0.809830656294804,11.222830693787309
S_3,D_44,sigmoid_subtract,min,0.7273290662778653,0.8086399898722711,11.179385970440812
B_22,D_78,sigmoid_subtract,std,0.725,0.8056377005990186,11.122441461933606
S_37d,B_3,sigmoid_subtract,min,0.725,0.8049877905350561,11.032798694490499
R_20,B_38,sigmoid_subtract,min,0.7283199912856353,0.8086244683020058,11.025988298716964
S_22a,R_10,sigmoid_add,mean,0.7320495554204748,0.8125719118435722,10.999577259062335
B_40,D_76,sigmoid_subtract,min,0.7473913309165345,0.829161364846819,10.940725500523127
B_42,D_53,sigmoid_subtract,min,0.7573565685953523,0.8392429777050006,10.812134271380346
B_36,D_55,sigmoid_subtract,min,0.725,0.802811879369953,10.732673016545249
S_7,B_40,sigmoid_add,min,0.7300248060233808,0.8074959160672585,10.61212021902122
R_4,B_38,sigmoid_subtract,min,0.7283199912856353,0.8052178168560733,10.558247266383209
B_3,D_50,sigmoid_subtract,min,0.725,0.8011304128824444,10.500746604475086
R_10,B_38,sigmoid_subtract,min,0.7283199912856353,0.8046857269077414,10.485190099931877
R_10,B_4,sigmoid_add,std,0.7339741826025613,0.8108548936038328,10.474579736396738
S_8,B_19,sigmoid_subtract,min,0.7255811934576102,0.8011223317947371,10.41112132153687
B_42,D_77,sigmoid_add,min,0.8150483203954118,0.8983309626803224,10.218123294151077
R_1,D_46,sigmoid_add,last,0.725,0.7990571089495098,10.214773648208247
S_8,D_78,sigmoid_subtract,mean,0.7342019483412552,0.808939372976183,10.179409739211161
B_28,D_76,sigmoid_subtract,last,0.7696294029629697,0.8477108622145413,10.14533214959934
S_22a,D_44,sigmoid_add,min,0.725,0.7982668956206771,10.105778706300294
R_10,B_4,sigmoid_subtract,std,0.7339741826025613,0.8080995045134524,10.099172922956756
R_4,D_55,sigmoid_subtract,min,0.725,0.7979284800600932,10.059100697943894
R_6,B_38,sigmoid_subtract,min,0.7283199912856353,0.8014793906415489,10.044952799767612
D_44,D_46,sigmoid_add,min,0.725,0.7977729242780345,10.037644728004759
R_5,B_11,sigmoid_add,std,0.725,0.7972108721126508,9.96012029140012
B_37,B_42,sigmoid_subtract,last,0.8326830164586435,0.9155540146419328,9.952286349700657
B_20,D_50,sigmoid_subtract,min,0.725,0.7968637808061086,9.912245628428783
R_3,D_78,sigmoid_subtract,std,0.725,0.7964709812711918,9.85806638223335
P_3a,B_19,sigmoid_add,last,0.7623605595048187,0.8374932862378502,9.85527461990334
R_3,B_42,sigmoid_subtract,min,0.7573565685953523,0.8318153042003058,9.831397612758549
P_3a,D_78,sigmoid_add,std,0.725,0.7962050218173499,9.821382319634468
S_37m,B_20,sigmoid_add,min,0.7274814855446897,0.7986890031101235,9.788224027738424
R_3,D_78,sigmoid_add,std,0.725,0.7959308449877975,9.783564825903111
R_5,B_11,sigmoid_subtract,std,0.725,0.7957770534748689,9.7623522034302
S_22a,R_1,sigmoid_add,last,0.725,0.7955395002026595,9.729586234849592
R_27,B_22,sigmoid_subtract,min,0.725,0.7954088153480061,9.711560737656018
B_1,B_42,sigmoid_subtract,last,0.8350366907014878,0.915959724481095,9.690955461085945
S_22a,R_10,sigmoid_add,max,0.725,0.795255176614526,9.690369188210493
R_12,B_2,sigmoid_subtract,max,0.725,0.7950331118213861,9.659739561570506
P_3a,D_78,sigmoid_subtract,std,0.725,0.7943183233544887,9.561148048894998
S_5,B_2,sigmoid_subtract,max,0.725,0.7940754523438197,9.527648599147549
B_23,D_76,sigmoid_subtract,min,0.7792544097312437,0.8533353522145565,9.506643986636208
B_42,D_77,sigmoid_add,last,0.8199933101795479,0.8974841541237805,9.450180017598553
S_15,R_6,sigmoid_add,max,0.7281154878393502,0.7967601725905051,9.427719351892229
B_2,D_50,sigmoid_add,max,0.725,0.7929390622040898,9.370905131598601
R_4,B_9,sigmoid_add,std,0.725,0.7928395041392216,9.357172984720217
S_22,R_2,sigmoid_add,max,0.725,0.7925309659590685,9.314615994354275
B_22,D_78,sigmoid_add,max,0.7563817341513692,0.8263552049279757,9.251078868940949
P_3a,B_19,sigmoid_add,max,0.75904010971032,0.8291028784722142,9.230443538567805
S_15,B_30,sigmoid_add,mean,0.754753479149509,0.8243762699149854,9.224573677213197
S_15,B_30,sigmoid_add,max,0.7475028134895966,0.815764323113394,9.131940160215523
B_33,D_41,sigmoid_subtract,min,0.725,0.7911431709490441,9.123195992971599
R_4,B_9,sigmoid_subtract,std,0.725,0.7909282250393763,9.09354828129329
P_3a,D_78,sigmoid_add,max,0.7425191730200048,0.8091828454108586,8.978040542672662
S_22a,R_1,sigmoid_subtract,min,0.725,0.7895852202543632,8.90830624198113
B_8,D_74,sigmoid_add,min,0.7434442917674492,0.8096326824595395,8.902938851643523
R_4,D_52,sigmoid_subtract,max,0.7354758947555418,0.8008441250456941,8.88788208509261
S_15,R_7,sigmoid_product,max,0.7281154878393502,0.7923848571732959,8.826809813462713
S_15,R_7,sigmoid_add,max,0.7281154878393502,0.7921380568558577,8.792914048084812
P_3,D_51,sigmoid_add,mean,0.725,0.7885765933122044,8.769185284441992
R_9,D_74,sigmoid_subtract,min,0.7434442917674492,0.8086284513043477,8.767860653275179
R_14,B_18,sigmoid_subtract,max,0.7616563009493459,0.8273247884919381,8.621800602284987
D_45,D_65,sigmoid_subtract,min,0.725,0.7870981214342904,8.56525812886764
S_18,B_9,sigmoid_subtract,min,0.740912946361791,0.8042846119228045,8.553186426583096
B_6,D_43,sigmoid_subtract,max,0.7487307157780159,0.8126153635862489,8.532393083653531
B_25,D_112,sigmoid_subtract,last,0.7274065549280121,0.7894305337405098,8.526728057686512
B_33,B_42,sigmoid_add,mean,0.8395088182553013,0.910919628193218,8.506260849805642
R_27,D_58,sigmoid_subtract,min,0.7368005456973958,0.7994677588699055,8.505315792511249
S_22,R_2,sigmoid_add,last,0.7270437554592856,0.7887760364282042,8.490861864279582
R_23,B_9,sigmoid_subtract,min,0.740912946361791,0.8035806653417841,8.458175726003876
B_37,B_42,sigmoid_subtract,mean,0.8395088182553013,0.9102820049386132,8.430308907343628
R_25,B_9,sigmoid_subtract,min,0.740912946361791,0.8033258363123326,8.423781802844236
R_8,B_33,sigmoid_subtract,max,0.725,0.7859779044797517,8.410745445482995
B_11,B_40,sigmoid_add,min,0.7300248060233808,0.7913613807930163,8.401985009762948
B_8,B_33,sigmoid_subtract,max,0.725,0.7859080190240242,8.4011060722792
B_1,B_42,sigmoid_subtract,mean,0.8395088182553013,0.9096896330821438,8.359747187968182
S_15,D_41,sigmoid_add,max,0.7281154878393502,0.7888762871503523,8.344939824217585
R_10,D_76,sigmoid_subtract,mean,0.7743856650372555,0.8387659768203687,8.31372721498091
R_9,B_19,sigmoid_subtract,min,0.725,0.784944176931121,8.26816233532703
B_28,D_76,sigmoid_subtract,mean,0.7743856650372555,0.8381925832155795,8.239682248670542
P_3,D_45,sigmoid_add,mean,0.725,0.7846889245998103,8.23295511721522
R_10,B_23,sigmoid_add,std,0.7805509105725023,0.8448048795131876,8.231874189161818
S_37d,B_20,sigmoid_subtract,min,0.725,0.7843905908755404,8.191805638005578
P_3,B_33,sigmoid_add,last,0.7936111677494533,0.8584550721411449,8.170739907249283
R_6,B_40,sigmoid_add,std,0.730357672282415,0.7899271029401389,8.15619975231664
S_15,R_6,sigmoid_add,mean,0.7291347074660833,0.7881520153241615,8.09415698550098
R_2,B_11,sigmoid_add,max,0.7746654056216293,0.8373476016875323,8.091518688072009
B_8,B_33,sigmoid_subtract,min,0.725,0.7834294745104851,8.059237863515184
S_27,D_55,sigmoid_subtract,min,0.725,0.7832126521942309,8.029331337135295
P_2,B_18,sigmoid_add,std,0.725,0.7829734686619517,7.996340505096793
B_22,D_78,sigmoid_add,mean,0.7670383518410478,0.8279880033356316,7.946102218786351
R_10,B_23,sigmoid_subtract,std,0.7805509105725023,0.8424358716308931,7.928369593855283
P_3a,D_50,sigmoid_subtract,last,0.725,0.7824683388472318,7.926667427204386
B_25,D_45,sigmoid_subtract,min,0.725,0.7823382662464803,7.908726378824871
R_3,B_33,sigmoid_subtract,min,0.725,0.7823075340991402,7.904487461950378
R_6,B_40,sigmoid_subtract,std,0.730357672282415,0.7880649281144894,7.901232234849462
S_8,P_3a,sigmoid_subtract,last,0.725,0.7821890662479132,7.888147068677682
S_26,D_74,sigmoid_subtract,min,0.7434442917674492,0.8020876942643449,7.888069509213405
R_6,B_30,sigmoid_subtract,std,0.725,0.7820121818703925,7.86374922350241
R_6,B_30,sigmoid_add,std,0.725,0.7820094320773359,7.863369941701502
S_7,D_84,sigmoid_subtract,std,0.725,0.7818546321459243,7.842018227024047
S_7,D_84,sigmoid_add,std,0.725,0.7818098424243581,7.835840334394229
S_22,D_112,sigmoid_subtract,last,0.7270437554592856,0.7838112915832799,7.807994456693096
R_10,D_76,sigmoid_subtract,max,0.7679128940803691,0.827473376450941,7.756150838162425
S_15,B_9,sigmoid_add,min,0.740912946361791,0.798296716620303,7.745008444013786
R_23,D_58,sigmoid_subtract,min,0.7368005456973958,0.7938392367799433,7.741401850966224
B_40,D_76,sigmoid_subtract,max,0.7717455899747815,0.8310478044641152,7.684166292582447
B_6,B_8,sigmoid_subtract,max,0.7487307157780159,0.8061543934089096,7.669470000469267
P_3,D_51,sigmoid_add,last,0.725,0.7805521926361165,7.662371398085041
S_3,D_74,sigmoid_add,min,0.7434442917674492,0.8003644190404069,7.656273362142166
S_15,R_7,sigmoid_product,mean,0.7291347074660833,0.7847095913101857,7.622032427620722
S_37d,R_6,sigmoid_add,std,0.725,0.780042826113515,7.592113946691735
B_14,D_45,sigmoid_subtract,min,0.725,0.7799587240468845,7.580513661639243
B_33,B_42,sigmoid_add,max,0.8280115249100074,0.8905701409980329,7.555283254641254
S_37d,R_6,sigmoid_subtract,std,0.725,0.7797511660561973,7.551884973268599
S_22,R_4,sigmoid_add,max,0.725,0.7797344408038074,7.54957804190447
B_30,D_59,sigmoid_add,max,0.7475028134895966,0.8036840758707399,7.515859655279438
R_4,B_9,sigmoid_subtract,min,0.740912946361791,0.7965759630967809,7.512760710731254
B_20,D_115,sigmoid_subtract,min,0.725,0.7793180691433793,7.492147468052322
S_18,D_74,sigmoid_subtract,min,0.7434442917674492,0.7988045785182363,7.446460664749294
B_30,D_59,sigmoid_add,mean,0.754753479149509,0.8108514088594143,7.432616246183997
R_7,B_4,sigmoid_add,std,0.725,0.7788308751332729,7.424948294244538
R_6,B_30,sigmoid_add,max,0.7475028134895966,0.8029759092784773,7.421122006205366
B_37,D_56,sigmoid_subtract,min,0.7432104153973548,0.7982472698597228,7.4052856798222875
B_16,B_42,sigmoid_subtract,last,0.8176998625599692,0.8782115183441184,7.400228195551558
R_25,D_74,sigmoid_subtract,min,0.7434442917674492,0.7984007180295861,7.392137766164651
P_3a,B_19,sigmoid_add,mean,0.7689333808808246,0.825654733911622,7.37662773409866
S_15,R_7,sigmoid_add,mean,0.7291347074660833,0.782711493695304,7.3479956008969545
S_7,D_84,sigmoid_add,max,0.7549897721745197,0.8104654904504776,7.347876795228212
R_10,B_4,sigmoid_add,max,0.7753762213654647,0.8322356387655446,7.333139169518057
B_29,B_42,sigmoid_subtract,min,0.7573565685953523,0.8123674145646552,7.263533222050215
R_13,D_74,sigmoid_subtract,min,0.7434442917674492,0.79736716851624,7.253115982718178
P_3a,D_78,sigmoid_add,mean,0.7689333808808246,0.8246219275677277,7.2423109818838896
R_7,B_4,sigmoid_subtract,std,0.725,0.7773889159206353,7.226057368363493
B_36,D_74,sigmoid_subtract,min,0.7434442917674492,0.797071522704297,7.2133489396166555
D_50,D_78,sigmoid_subtract,last,0.725,0.7772551969160144,7.207613367726129
P_3,D_51,sigmoid_add,min,0.741403147841732,0.7946127874229718,7.176883418439238
R_24,D_74,sigmoid_subtract,min,0.7434442917674492,0.7967612045730006,7.171608336489728
P_3,B_20,sigmoid_subtract,last,0.7981841576101056,0.8553402202768623,7.1607613508505725
R_20,B_20,sigmoid_subtract,min,0.725,0.7768615655295448,7.153319383385489
B_37,B_40,sigmoid_add,min,0.7432104153973548,0.7963372416001101,7.148288708299555
S_6,B_20,sigmoid_subtract,min,0.725,0.7768063762734418,7.145707072198879
B_33,D_61,sigmoid_subtract,min,0.8042550114985471,0.8617062708706367,7.143413289404589
R_19,B_18,sigmoid_subtract,max,0.7616563009493459,0.8157655975065854,7.104161875874516
B_42,D_77,sigmoid_add,mean,0.8395088182553013,0.8989706922563634,7.0829362012704
D_45,D_55,sigmoid_subtract,mean,0.7821291449290853,0.8374717718036198,7.075893697779585
B_28,D_43,sigmoid_add,mean,0.725,0.7762260897007225,7.065667544927242
R_6,B_30,sigmoid_add,mean,0.754753479149509,0.8080458956278963,7.060903718978507
S_8,D_78,sigmoid_subtract,last,0.725,0.7761326752199832,7.052782788963202
P_3,D_45,sigmoid_add,min,0.741403147841732,0.7934263773644925,7.016861160382604
D_44,D_46,sigmoid_subtract,min,0.725,0.7755064283131993,6.966403905268868
R_4,D_52,sigmoid_subtract,mean,0.7401598532575995,0.7916794028508847,6.960597682586648
B_4,D_65,sigmoid_add,std,0.725,0.7750628205959551,6.905216633924844
P_3a,B_14,sigmoid_add,last,0.725,0.7750529749318646,6.903858611291678
D_55,D_118,sigmoid_subtract,min,0.725,0.774737172520914,6.860299658057108
S_37d,R_4,sigmoid_add,std,0.725,0.7746853503227421,6.853151768654087
B_22,D_78,sigmoid_add,last,0.725,0.7746611135406495,6.849808764227518
B_20,D_59,sigmoid_add,min,0.725,0.7746576670034159,6.849333379781503
S_8,B_19,sigmoid_subtract,last,0.7623605595048187,0.8145693383820104,6.848305336139528
S_37d,R_4,sigmoid_subtract,std,0.725,0.7744595229069287,6.822003159576369
D_78,D_120,sigmoid_add,max,0.725,0.774444985526985,6.819998003722078
S_37d,R_7,sigmoid_add,std,0.725,0.774040284886024,6.764177225658494
S_24a,B_38,sigmoid_subtract,min,0.7283199912856353,0.7775618275706162,6.761016706140236
S_15,D_41,sigmoid_add,mean,0.7291347074660833,0.7782738529041829,6.739378188273308
S_37d,R_7,sigmoid_subtract,std,0.725,0.7737951053877749,6.730359363831018
S_15,B_30,sigmoid_add,last,0.725,0.7737382621931331,6.722518923190781
R_19,D_74,sigmoid_subtract,min,0.7434442917674492,0.7931401873671713,6.68454868105532
R_5,B_11,sigmoid_add,max,0.7746654056216293,0.8263559193243118,6.672624506990024
S_12,B_20,sigmoid_subtract,min,0.725,0.7729847743486093,6.618589565325431
S_22,R_2,sigmoid_add,mean,0.725,0.7728127887797254,6.594867417893157
S_22,P_3a,sigmoid_add,last,0.7270437554592856,0.7749734881746309,6.592413779149686
B_41,D_58,sigmoid_subtract,min,0.7368005456973958,0.7852589006602957,6.5768619806101105
S_15,B_33,sigmoid_subtract,min,0.725,0.7724596961958413,6.546164992529841
S_37m,B_25,sigmoid_add,min,0.7274814855446897,0.7749678766713424,6.527505107720782
B_14,D_112,sigmoid_subtract,last,0.725,0.7722643322126836,6.51921823623223
R_10,D_70,sigmoid_add,max,0.725,0.7722271196501342,6.514085468984036
S_22,P_3a,sigmoid_add,max,0.7425191730200048,0.790760481037093,6.496978094300124
B_23,D_45,sigmoid_subtract,min,0.7792544097312437,0.82987529168111,6.496066152172926
S_7,D_84,sigmoid_add,mean,0.7580555935972113,0.8072732877942874,6.492623313222021
B_33,D_39,sigmoid_subtract,min,0.725,0.7719810924814545,6.480150687097179
R_3,B_23,sigmoid_add,min,0.7792544097312437,0.829616929208618,6.462911065815299
B_28,D_76,sigmoid_subtract,max,0.7679128940803691,0.8175315053789372,6.461489536256569
B_28,B_30,sigmoid_add,last,0.7450264030219518,0.7931093360846345,6.45385624826856
S_37m,B_20,sigmoid_add,last,0.7981841576101056,0.8494089216174849,6.4176623300510816
P_3,D_45,sigmoid_add,last,0.725,0.7715170947016114,6.41615099332572
R_3,B_33,sigmoid_subtract,last,0.7936111677494533,0.8445197168847138,6.414797473128883
R_10,D_71,sigmoid_subtract,mean,0.7320495554204748,0.7789423457164526,6.40568523657439
S_11,D_74,sigmoid_subtract,min,0.7434442917674492,0.7904381624333856,6.3211018211215455
P_3,B_20,sigmoid_subtract,mean,0.7868577085574817,0.8365756116835205,6.318537975205811
D_45,D_65,sigmoid_subtract,mean,0.725,0.7706508551587754,6.296669677072472
B_33,D_58,sigmoid_subtract,last,0.8131752057079974,0.8642263355734164,6.277998825723047
S_7,D_84,sigmoid_add,last,0.7402749187443585,0.7867214043684958,6.274221164066867
S_26,B_22,sigmoid_subtract,min,0.725,0.7703875581281506,6.260352845262158
B_1,D_65,sigmoid_add,std,0.725,0.7703332091352567,6.252856432449205
D_50,D_70,sigmoid_subtract,mean,0.725,0.7702895037808846,6.24682810770822
P_3a,B_19,sigmoid_add,min,0.725,0.7702352806107695,6.239349049761316
R_4,D_55,sigmoid_add,std,0.7631851352409963,0.8105783294219361,6.209921026039654
R_6,B_7,sigmoid_add,std,0.7731059995738403,0.8210921394333859,6.20692891867312
B_18,B_26,sigmoid_subtract,std,0.725,0.7699452245364118,6.199341315367146
R_7,D_75,sigmoid_subtract,min,0.7713824722165223,0.819188288398447,6.197420592738838
B_42,D_77,sigmoid_add,max,0.8280115249100074,0.879194938565927,6.181485657640151
R_4,D_75,sigmoid_subtract,min,0.7713824722165223,0.8190402761325751,6.178232670896822
B_4,D_65,sigmoid_subtract,std,0.725,0.7696743565988171,6.161980220526502
B_40,D_76,sigmoid_subtract,mean,0.7929278428255888,0.8417517682838017,6.157423515893884
S_24,D_41,sigmoid_add,last,0.725,0.7695258850299552,6.141501383442104
B_19,D_65,sigmoid_add,max,0.75904010971032,0.8056512656548824,6.1408027518270565
R_17,B_11,sigmoid_subtract,min,0.7298719216935295,0.7745094473863312,6.1158025628974375
B_10,B_38,sigmoid_subtract,min,0.7887553720259906,0.8368219250677817,6.0939747286066455
B_20,D_50,sigmoid_subtract,last,0.7981841576101056,0.8467242817535733,6.08131891377107
P_3a,D_78,sigmoid_add,last,0.725,0.7690640288263387,6.077797079495
S_37m,B_20,sigmoid_add,max,0.779085430981707,0.8264054951774987,6.073796571470323
P_3a,D_50,sigmoid_subtract,max,0.7425191730200048,0.7875891621250727,6.069875464866092
R_25,B_11,sigmoid_subtract,min,0.7298719216935295,0.7741248283496818,6.063105777993451
B_14,D_45,sigmoid_subtract,last,0.725,0.7689368905781956,6.060260769406291
S_22,R_4,sigmoid_add,last,0.7270437554592856,0.7710155635400937,6.048027749448233
S_7,B_40,sigmoid_add,max,0.7717455899747815,0.8183630877117658,6.040526611691768
B_15,D_75,sigmoid_subtract,min,0.7713824722165223,0.8179777835137032,6.040493915202918
S_8,B_19,sigmoid_subtract,mean,0.7578894528041199,0.8034765142997051,6.0150014394470555
B_25,D_45,sigmoid_subtract,last,0.7274065549280121,0.7711528736042659,6.014012161408573
B_28,D_43,sigmoid_add,min,0.725,0.7685985852751985,6.013597968992904
B_2,B_9,sigmoid_subtract,min,0.8120137879492442,0.8607608270696795,6.0032280047296815
R_11,D_78,sigmoid_add,mean,0.725,0.7685113278756818,6.001562465611282
R_4,D_55,sigmoid_subtract,std,0.7631851352409963,0.8089235229169129,5.993092051180153
B_38,D_114,sigmoid_subtract,min,0.7283199912856353,0.771913784546632,5.985527485527976
R_12,B_22,sigmoid_subtract,min,0.725,0.7683295596172889,5.976490981695021
R_3,B_33,sigmoid_subtract,mean,0.8141770421560982,0.8626101747112009,5.948722458059298
B_19,D_53,sigmoid_add,last,0.7623605595048187,0.8076928473861896,5.946305500223658
S_3,B_10,sigmoid_subtract,max,0.7790642472748083,0.8252516731364438,5.928577267305051
B_11,B_18,sigmoid_subtract,std,0.725,0.7679337167279728,5.921891962479015
S_3,B_23,sigmoid_add,min,0.7792544097312437,0.825260224320297,5.9038247348411135
S_24,D_112,sigmoid_subtract,last,0.725,0.7677466685766473,5.896092217468597
B_5,B_33,sigmoid_add,last,0.7936111677494533,0.8403493251347214,5.889301875351576
R_6,B_7,sigmoid_subtract,std,0.7731059995738403,0.8185370274427182,5.876429350428123
S_15,D_41,sigmoid_add,last,0.725,0.7673277020312994,5.838303728455093
B_18,B_26,sigmoid_add,std,0.725,0.7670844410047706,5.804750483416635
B_14,D_70,sigmoid_add,last,0.725,0.7669858775674173,5.791155526540323
B_1,B_42,sigmoid_subtract,max,0.8280115249100074,0.8758778549417632,5.7808772694266715
B_37,B_42,sigmoid_subtract,max,0.8280115249100074,0.8757489771853098,5.765312539640158
R_7,B_4,sigmoid_add,max,0.7753762213654647,0.8200776231037139,5.765124143158333
R_6,R_10,sigmoid_add,mean,0.7320495554204748,0.7741113155903598,5.745753119913529
S_27,B_2,sigmoid_subtract,max,0.725,0.7664759266887039,5.720817474303989
R_4,B_7,sigmoid_add,std,0.7731059995738403,0.8173049790672524,5.71706590270622
R_6,R_10,sigmoid_add,std,0.7339741826025613,0.775924376141041,5.715486257259172
B_2,B_6,sigmoid_add,min,0.8120137879492442,0.8582139537329205,5.689578978745636
R_6,R_10,sigmoid_add,max,0.725,0.7661220426049147,5.672005876539958
P_2,B_18,sigmoid_subtract,std,0.725,0.7660325131040419,5.6596569798678455
R_1,D_77,sigmoid_subtract,mean,0.826849985382843,0.8736230795858752,5.656781161019857
B_20,D_59,sigmoid_add,mean,0.7868577085574817,0.8311615247182004,5.630473677628356
B_22,D_121,sigmoid_subtract,max,0.7563817341513692,0.7987457877080756,5.60088268184281
S_24,D_74,sigmoid_add,min,0.7434442917674492,0.7850452745830224,5.595709493803753
B_1,D_65,sigmoid_subtract,std,0.725,0.7654776968546841,5.583130600646092
B_2,D_58,sigmoid_subtract,min,0.8120137879492442,0.8573000478552721,5.577030904906093
B_20,D_58,sigmoid_add,last,0.8131752057079974,0.8585191837355012,5.5761633789639085
B_27,B_37,sigmoid_subtract,min,0.7432104153973548,0.7845653985379737,5.564370773586188
B_23,D_76,sigmoid_subtract,max,0.8143729020400147,0.8596451718321005,5.559157196743439
S_24a,B_19,sigmoid_add,last,0.7623605595048187,0.8046667500508048,5.549367686789238
S_24,B_20,sigmoid_subtract,min,0.725,0.7652189615874996,5.547442977586152
B_40,D_76,sigmoid_subtract,last,0.8045819291767781,0.8491853216469165,5.543673161510747
B_38,D_58,sigmoid_add,min,0.7368005456973958,0.777616431165238,5.539611188698182
R_6,B_40,sigmoid_add,max,0.7717455899747815,0.8143667377239675,5.5226940461789695
R_3,D_50,sigmoid_subtract,mean,0.725,0.7648888928359086,5.501916253228769
P_3,B_33,sigmoid_add,mean,0.8141770421560982,0.858806284232212,5.481515661253096
S_7,B_10,sigmoid_subtract,max,0.7790642472748083,0.821699860205911,5.472669690624808
R_4,B_7,sigmoid_subtract,std,0.7731059995738403,0.8153166454625986,5.459878194196674
